Penjual,Kota Toko,Nama Produk,Harga Produk,Jumlah Terjual,Rating Produk
RN FROZEN FOOD,Jakarta Selatan,Seblak Instan Kwetiaw,13500.0,8.0,5.0
Kricep,Surabaya,kerupuk seblak kering pedas daun jeruk 200gr,6999.0,30.0,4.9
Snackzone PP,Jakarta Pusat,Kerupuk Seblak Pedas / Kerupuk Seblak Merah,18000.0,16.0,3.5
anugrah seblak,Kab. Bandung,"(COD) seblak kering kerupuk jengkol bumbu basah,pedas",25000.0,28.0,4.8
Hosana Snack,Bogor,Krupuk Seblak Kencur 250 gram,10000.0,100.0,4.9
jajanangarut19,Jakarta Selatan,SEBLAK KERING 100gr DUA VARIAN RASA,9000.0,100.0,4.5
DRSukses,Jakarta Selatan,kerupuk bawang pedas seblak plastik 250gr,26500.0,16.0,5.0
Merbabu Food,Tangerang Selatan,Muria Snack Seblak Stick Cabe Merah x 10pcs (Bisa Same Day Delivery),55000.0,3.0,5.0
Pedas Gilaa,Surabaya,Kerupuk Seblak Kering Sebring Pedas Daun Jeruk 100gr,6000.0,500.0,4.9
SuperSnacksShop,Kab. Bandung,KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg KEONG WARNA,21000.0,100.0,5.0
AQILA FROZEN FOOD JAKARTA,Jakarta Selatan,KERUPUK SEBLAK KENCUR PEDAS 1kG,45000.0,40.0,4.8
Tukangsayurmbakyu,Tangerang Selatan,Kerupuk seblak pedas,15900.0,60.0,4.6
Foodshopindonesia,Jakarta Barat,Seblak Jengkol 150g Makanan ringan Snack Cemilan termurah terenak,10000.0,30.0,4.9
Storio Store,Tangerang Selatan,Kerupuk Krupuk Seblak Putih Kering Pedas Oleh Oleh Bandung Odjolali,10500.0,30.0,4.5
borneoveggiemart,Bekasi,Sogan Mie Kremes Vegan Rasa Seblak 100gr,9500.0,30.0,4.9
DILLADYSTORE,Malang,KERUPUK SEBLAK MAKNYIK,18000.0,50.0,4.9
anugrah seblak,Kab. Bandung,promo 3000 seblak basreng gurih dan renyah,3000.0,1000.0,4.9
Tukangsayurmbakyu,Tangerang Selatan,Paket seblak bakso untuk 3 porsi,29000.0,30.0,5.0
hilmandza,Kab. Tangerang,KERUPUK SEBLAK PEDAS 200g,12000.0,30.0,5.0
Y&M Snack,Bandung,kerupuk Seblak Putih 100 gram,5500.0,100.0,4.9
lahawelah,Kab. Garut,50pcs LIDAH Cuanki Batagor bahan Pelengkap Boci seblak dan cuanki,15119.0,250.0,4.9
ArfaOnlineShop,Tangerang,PAKET KOMPLIT BUMBU BASO ACI/BOCI/CUANKI/SEBLAK ECERAN,1200.0,250.0,5.0
D'gegaresan,Jakarta Utara,KERUPUK SEBLAK VIRAL RAFAEL ,5500.0,90.0,5.0
gaiagarut,Kab. Garut,"Cuanki Lidah 150pcs Toping Baso Aci, Seblak khas Garut",36959.0,3000.0,4.9
RF_Glosir-Jacket,Kab. Garut,seblak komplit instan terlaris pedas gurih asli Garut khas ibu ida,5700.0,0.0,0.0
Bintang Snack & Camilan,Semarang,Seblak 250 gram,9500.0,80.0,5.0
SAVA STORE,Jakarta Selatan,"KERIPIK PEDAS SEBLAK KERING WARWAR SEBRING BY DAILY FOOD - PEDAS, TanpaKardus",8500.0,9.0,5.0
iwan resistans leather,Kab. Garut,"Seblak kuah instan , Seblak khas garut",6000.0,15.0,4.7
CHOCOLAJIT_STORE,Kab. Bandung Barat,kerupuk seblak kering pedas termurah,14900.0,3.0,5.0
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
hikmah berkah jaya,Jakarta Barat,seblak instant sajodo snak,19000.0,750.0,4.8
emmoshop,Kab. Bogor,Mommy Seblak Basah Instant 100gr,10000.0,2000.0,4.9
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,SEBLAK INSTANT TERMURAH,3999.0,10000.0,4.8
Berkahrr,Bekasi,seblak mamang Rafael versi kering,12000.0,10.0,0.0
Anggris store,Kab. Bogor,Kerupuk Seblak / Seblak / Kering Pedas /,10000.0,40.0,4.8
Agen Snack Murah,Jakarta Barat,KRUPUK JABLAY PEDAS 500Gram/KRUPUK SEBLAK/SEBLAK KERING/SNACK KILOAN,22999.0,40.0,4.9
BociKakang,Jakarta Selatan,SEBLAK KERING PEDAS DAUN JERUK,4500.0,500.0,4.6
yumnaa snack,Kab. Bekasi,kerupuk seblak kencur / kerupuk seblak kering - 250gram,12000.0,30.0,4.9
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
hikmah berkah jaya,Jakarta Barat,seblak instant sajodo snak,19000.0,750.0,4.8
emmoshop,Kab. Bogor,Mommy Seblak Basah Instant 100gr,10000.0,2000.0,4.9
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,SEBLAK INSTANT TERMURAH,3999.0,10000.0,4.8
Aliya28,Tangerang Selatan,Seblak/Cuanki/Baso aci/Batagor kuah (instan) 1porsi. toping lengkap,7500.0,100.0,5.0
vieka mart official,Tangerang Selatan,Seblak ala Kang Rafael | Seblak Viral | Seblak Cobek,9216.0,250.0,5.0
TokokelontongSejahtera,Jakarta Barat,KERUPUK SEBLAK VIRAL RAFAEL (MENTAH) 250GR,17500.0,28.0,5.0
arzy sembako,Kab. Bogor,kerupuk seblak rafael 500gram,13800.0,30.0,5.0
Toko NRV Plastik dan Bahan Kue,Bandung,Kerupuk Aci Mawar | Kerupuk Mawar Putih | Seblak Rafael Viral | 250gr,7999.0,100.0,5.0
babykhai,Jakarta Timur,seblak rafael / seblak coet / seblak cocol,7500.0,100.0,4.9
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
Baso Aci Ayang,Kab. Garut,Seblak Instan Komplit Pedas Gurih Nikmat,5999.0,2000.0,4.9
BociKakang,Jakarta Selatan,SEBLAK KERING PEDAS DAUN JERUK,4500.0,500.0,4.6
Aydaa Snack,Surakarta,SEBRING KRUPUK KERUPUK SEBLAK KERING PEDAS DAUN JERUK 1KG CABE ASLI,16000.0,40.0,4.9
RIKI STORE 97,Kab. Bogor,Seblak pedas kerupuk pedas kiloan 1 kg,34000.0,70.0,4.8
iwan resistans leather,Kab. Garut,"Seblak kuah instan , Seblak khas garut",6000.0,15.0,4.7
kylafood,Bandung,Paket k.y.l (3 Seblak Original 2 Batagor kuah) Kylafood,86210.0,3000.0,4.9
iwan resistans leather,Kab. Garut,"Seblak kuah instan , Seblak khas garut a",6000.0,19.0,4.5
R~snack,Jakarta Timur,Krupuk seblak pedass,12000.0,0.0,0.0
Bintang Snack & Camilan,Semarang,kerupuk seblak pedas 1 kg,13500.0,100.0,5.0
D'gegaresan,Jakarta Utara,KERUPUK SEBLAK VIRAL RAFAEL ,5500.0,90.0,5.0
gaiagarut,Kab. Garut,"Cuanki Lidah 150pcs Toping Baso Aci, Seblak khas Garut",36959.0,3000.0,4.9
Ghery Durian Shop,Jakarta Timur,Seblak Instan Yuk In,11000.0,30.0,5.0
ngemilogi,Jakarta Barat,Seblak Siomay Kering 2in1-Pedas Lvl5 Tsaqil 80gr-Somay Snack Ngemilogi,14700.0,8.0,5.0
fahirastores,Kab. Bandung Barat,siomay mini kering 1kg / cuanki / batagor / seblak / bakso aci,27000.0,100.0,4.9
Agen Snack Murah,Jakarta Barat,KRUPUK JABLAY PEDAS 220GR/KRUPUK SEBLAK/CEMILAN SNACK/SNACK KILOAN.,11000.0,30.0,4.8
JAGO TOK PETOK,Surabaya,kerupuk seblak kering pedas 100 gr keripik hot spicy camilan,5000.0,100.0,4.9
CuankiCulametan,Kab. Garut,Cuanki lidah murah kiloan isi 150 toping seblak baso aci,32500.0,100.0,5.0
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,Kerupuk Tangga / Rante Topping Seblak,3000.0,100.0,4.8
Rasaolshop,Kab. Bogor,Cigor Laser Jumbo 225 gr Seblak,10500.0,0.0,0.0
Pasar Keripik,Bandung,Pasar Keripik Cimol Seblak Pedas size Kecil 130g,12500.0,500.0,4.9
Snack Zone Official,Jakarta Selatan,keripik seblak pedas jeruk,18000.0,70.0,4.9
CHOCOLAJIT_STORE,Kab. Bandung Barat,kerupuk seblak kering bandung,14900.0,28.0,5.0
BOSofficial,Kab. Garut,"kerupuk seblak pedas dan gurih daun jeruk - Original, 1 kg",50000.0,0.0,0.0
The Little Snacks,Tangerang Selatan,Batagor Chips BeChips Keripik Batagor Khas Bandung Cemilan Kekinian,19900.0,90.0,5.0
5Fingers,Tangerang Selatan,Seblak Basah Mommy/Camilan/Kerupuk/Snack/Cepat Saji/Siap Saji/Instant,13000.0,11.0,5.0
ken-olshop,Bekasi,Kerupuk Jablay Bantet Seblak isi 10 pcs,9500.0,100.0,5.0
Snack Zone Official,Jakarta Selatan,Kerupuk Seblak Pedas Mimi,18000.0,70.0,4.9
ArfaOnlineShop,Tangerang,BUBUK CABAI/CABE BASO ACI/BOCI/SEBLAK/CUANKI ECERAN,699.0,250.0,5.0
ArfaOnlineShop,Tangerang,cuankie/cuanki lidah isi 150 pcs khas Garut baso Aci /boci seblak,46999.0,24.0,4.6
ken-olshop,Bekasi,seblak ceker pedas kerupuk,9000.0,250.0,5.0
Alanza Frozen Food,Tangerang Selatan,Sami Raos Baso MIE SEBLAK Geprek Khas Garut 135 Gram,16500.0,16.0,5.0
Toko Toni Jaya Mandiri,Kab. Bekasi,Krupuk Seblak Pedas Kencur 500 gram Terlaris,33000.0,13.0,5.0
Pusat Baso Aci,Surabaya,Baso Aci GEPREK Seblak GEPREK boci instant samiraos boci geprek tulang,15300.0,30.0,4.8
Seblak putra bandung,Kab. Bandung,seblak kerupuk kering pedas gurih 100 gram,5000.0,100.0,4.8
Militan Snack,Kab. Sidoarjo,Seblak Kuah Instan Pedas Militan Jeletot Pedas Cuanki Bandung - Cemen,18000.0,25.0,0.0
CEMILAGIH,Kab. Garut,Kerupuk Seblak Bantat Bintang pedas,12900.0,27.0,5.0
Snack Zone Official,Jakarta Selatan,keripik seblak pedas putih,18000.0,70.0,4.9
Juhalim Store,Kab. Garut,seblak kerupuk bantet pedas-kerupuk bantet wana-seblak pedas-seblak,15000.0,15.0,5.0
KAMI FOODS,Kab. Tasikmalaya,SUDES - SEBLAK INSTAN PANGGANG - TINGGAL SEDUH PRAKTIS |  KHAS TASIK,10000.0,0.0,0.0
Astar Food,Bandung,BATAGOR CUANKI TAHU KERING SIOMAI SIOMAY SEBLAK 150GR TOPING BASO MIE,7500.0,100.0,4.8
Morgan's Mart,Jakarta Barat,Ten's Mie Kremes 65gr | Original Seblak Vegan Friendly,11000.0,10.0,5.0
bangkit jaya snack,Bekasi,kerupuk seblak keriting/seblak kriting/kerupuk seblak,30000.0,25.0,4.7
Raden Food,Bekasi,seblak instan,11000.0,90.0,5.0
SJB Market,Bandung,Kerupuk Aci Seblak - SJB Market,5000.0,16.0,5.0
Seblak putra bandung,Kab. Bandung,Seblak kerupuk mawar pedas ekstra daun jeruk 100 gram,5000.0,100.0,4.7
basreng_medok,Jakarta Barat,Kerupuk Seblak Garing 100gram Termurah,10000.0,100.0,4.9
kylafood,Bandung,"Paket Happy (Seblak Original, Batagor Kuah, Bacil)",53625.0,500.0,4.9
gaiagarut,Kab. Garut,Cuanki Baso Tahu Kering ISI 150pcs untuk Seblak dan baso aci,36959.0,1000.0,4.9
JURAGAN IKAN LAUT,Jakarta Selatan,Kerupuk Seblak Mentah Berkualitas - 250 Gram,10000.0,8.0,5.0
BuddhiSMART,Tangerang,Kerupuk Mentah Mawar Putih Seblak Viral Bawang 1 Bal 5 Kg,95000.0,1.0,0.0
ArfaOnlineShop,Tangerang,BUMBU KUAH CUANKI BASO ACO/BOCI SEBLAK ECERAN,699.0,500.0,4.9
gilang snack 99,Kab. Bogor,kerupuk seblak kencur kerupuk jablay pedas daun jeruk murah bandung,80000.0,80.0,4.8
Endo Shop ID,Kab. Garut,"500 pcs Cuanki Lidah Kemasan Besar Topping Baso aci, seblak, cuanki",106000.0,250.0,4.9
Snackzone KK,Jakarta Selatan,Kerupuk seblak putih,18000.0,20.0,5.0
hilmandza,Kab. Tangerang,Seblak Baso Aci Instan,13500.0,6.0,5.0
Akun_Kuliner,Tangerang Selatan,kerupuk sebelak daun jeruk/kerupuk Seblak pedas,10000.0,16.0,5.0
ajs(ale jaya snack),Jakarta Utara,KERUPUK SEBLAK KENCUR PEDAS 1KG/SNACK KILOAN,41000.0,2.0,5.0
Mokosnacksby,Surabaya,Krupuk Seblak Kencur Seblak Jablay 250gr,12500.0,250.0,4.9
Distributor-Jaya,Tangerang,Kerupuk Bawang Warna Putih Dan Orange 500Gram Seblak Nasi Uduk Dll,11000.0,100.0,4.9
tukangsayurjkt,Jakarta Selatan,kerupuk bawang mentah/kerupuk seblak/kerupuk warna warni 1kg,37000.0,30.0,5.0
Pasar Keripik,Bandung,Pasar Keripik Cimol Seblak Pedas size Kecil 130g,12500.0,500.0,4.9
ArfaOnlineShop,Tangerang,BUMBU KUAH KOMPLIT EXRA REMPAH BASO ACI/SEBLAK/BOCI MURAH,1999.0,100.0,4.5
Seblak Cilookba,Kab. Bandung Barat,seblak colok karuhun,13000.0,50.0,4.8
samudrasembako,Jakarta Barat,INDOMIE HYPE ABIS RASA SEBLAK HOT JELETOT 75 GR,2800.0,250.0,4.6
AUFARO SNACK,Kab. Bandung Barat,seblak instant komplit bumbu cikruh bandung aufaro snack,6400.0,250.0,4.9
IKAN SEGAR CAK ADNAN,Jakarta Selatan,Kerupuk Seblak/Nasgor Mentah 250gr,10000.0,7.0,5.0
Gerai Snack Official Shop,Kab. Tangerang,Seblak Basah Instan Good Friend (90gr),15500.0,40.0,5.0
Keripik Edun Bandung,Kab. Bandung,Kerupuk Seblak Kering Putih Ngembang Khas Keripik Pojok Riki Mang Odod,13999.0,18.0,5.0
Kudapan,Jakarta Pusat,Kerupuk Seblak Rafael,10000.0,7.0,0.0
Snackzone KK,Jakarta Selatan,kerupuk seblak mini,18000.0,20.0,5.0
RIKI STORE 97,Kab. Bogor,Sabring kerupuk seblak jablay pedas Jumbo,14500.0,20.0,4.8
KRIUK JAYA,Jakarta Barat,Kerupuk SEBLAK KERITING PEDAS ( 1 Kg ),79000.0,8.0,5.0
Astar Food,Bandung,SIOMAY SIOMAI KERING SEBLAK SOMAI MINI 250 GR,7500.0,100.0,4.8
SuperSnacksShop,Kab. Bandung,KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg SLONDOK,21000.0,100.0,4.9
Distributor Cuanki dan Seblak,Kab. Bekasi,cuanki tahu pasung kering toping seblak baso Aci bakso cuanki 150 pcs,34000.0,60.0,5.0
Toko Everyday Need,Kab. Bogor,kerupuk seblak pedas,10000.0,6.0,5.0
SPM Market,Jakarta Selatan,Kerupuk Oren Seblak Bubur Mentah [250 g],12500.0,13.0,5.0
Snackzone KK,Jakarta Selatan,Kerupuk seblak merah,18000.0,28.0,4.9
Clower Mart,Jakarta Barat,Oifyoo Seblak Mozarella,22000.0,24.0,4.8
yossy food,Kab. Karawang,seblak instan YS,5500.0,500.0,0.0
kylafood,Bandung,Kylafood Paket ( 2 Seblak Original 3 Batagor Kuah ),91390.0,250.0,4.9
FrescaFresco,Tangerang Selatan,Seblak Goreng Nyuuuus,22500.0,0.0,0.0
Ladjangfood,Bandung,seblak instan varian bihun,10000.0,2.0,0.0
kylafood,Bandung,Seblak Mie Tulang Rawan k.y.l Kylafood,17150.0,3000.0,4.9
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
hikmah berkah jaya,Jakarta Barat,seblak instant sajodo snak,19000.0,750.0,4.8
emmoshop,Kab. Bogor,Mommy Seblak Basah Instant 100gr,10000.0,2000.0,4.9
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,SEBLAK INSTANT TERMURAH,3999.0,10000.0,4.8
Berkahrr,Bekasi,seblak mamang Rafael versi kering,12000.0,10.0,0.0
Anggris store,Kab. Bogor,Kerupuk Seblak / Seblak / Kering Pedas /,10000.0,40.0,4.8
Agen Snack Murah,Jakarta Barat,KRUPUK JABLAY PEDAS 500Gram/KRUPUK SEBLAK/SEBLAK KERING/SNACK KILOAN,22999.0,40.0,4.9
BociKakang,Jakarta Selatan,SEBLAK KERING PEDAS DAUN JERUK,4500.0,500.0,4.6
yumnaa snack,Kab. Bekasi,kerupuk seblak kencur / kerupuk seblak kering - 250gram,12000.0,30.0,4.9
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
hikmah berkah jaya,Jakarta Barat,seblak instant sajodo snak,19000.0,750.0,4.8
emmoshop,Kab. Bogor,Mommy Seblak Basah Instant 100gr,10000.0,2000.0,4.9
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,SEBLAK INSTANT TERMURAH,3999.0,10000.0,4.8
Aliya28,Tangerang Selatan,Seblak/Cuanki/Baso aci/Batagor kuah (instan) 1porsi. toping lengkap,7500.0,100.0,5.0
vieka mart official,Tangerang Selatan,Seblak ala Kang Rafael | Seblak Viral | Seblak Cobek,9216.0,250.0,5.0
TokokelontongSejahtera,Jakarta Barat,KERUPUK SEBLAK VIRAL RAFAEL (MENTAH) 250GR,17500.0,28.0,5.0
arzy sembako,Kab. Bogor,kerupuk seblak rafael 500gram,13800.0,30.0,5.0
Toko NRV Plastik dan Bahan Kue,Bandung,Kerupuk Aci Mawar | Kerupuk Mawar Putih | Seblak Rafael Viral | 250gr,7999.0,100.0,5.0
babykhai,Jakarta Timur,seblak rafael / seblak coet / seblak cocol,7500.0,100.0,4.9
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
Baso Aci Ayang,Kab. Garut,Seblak Instan Komplit Pedas Gurih Nikmat,5999.0,2000.0,4.9
BociKakang,Jakarta Selatan,SEBLAK KERING PEDAS DAUN JERUK,4500.0,500.0,4.6
Aydaa Snack,Surakarta,SEBRING KRUPUK KERUPUK SEBLAK KERING PEDAS DAUN JERUK 1KG CABE ASLI,16000.0,40.0,4.9
RIKI STORE 97,Kab. Bogor,Seblak pedas kerupuk pedas kiloan 1 kg,34000.0,70.0,4.8
Nasyadia shopestore,Cimahi,seblak sosis/pansos ekonomis,6000.0,0.0,0.0
The Little Snacks,Tangerang Selatan,Paket Cemilan Spicy Lover Serba Pedas Sangar Gurilem/Basreng/Sumpia,59000.0,100.0,4.9
Cookies & Snack,Denpasar,"Keripik Seblak Pedas / Snack Spicy Homemade, Cemilan, Kerupuk - 100 gr",12000.0,0.0,0.0
Gerai Singawada,Kab. Majalengka,Seblak Pedas Kicimpring Iyagasih,15000.0,6.0,5.0
Cookies & Snack,Denpasar,"Keripik Seblak Pedas / Snack Spicy Homemade, Cemilan, Kerupuk, Jajan - 50 gr",6000.0,0.0,0.0
Distributor Cuanki dan Seblak,Kab. Bekasi,cuanki tahu pasung kering toping seblak baso Aci bakso cuanki 50 pcs,15000.0,70.0,4.9
Kenal Jaya Bandung,Bandung,BOBOKO Kerupuk Seblak Kering,13999.0,100.0,5.0
duniacemilan,Bandung,[TERMURAH!!] Seblak Instant Basranger Extra Pedas 200gram,13790.0,100.0,5.0
pasarbadung,Denpasar,Krupuk Seblak Kencur Pedes 250 gr,21000.0,26.0,5.0
Gerai Snack Official Shop,Kab. Tangerang,"Seblak Bantat Boboko Pedas Daun Jeruk Level 7,8,9 (200gr)",15900.0,100.0,5.0
sentosa jaya cuanki,Kab. Garut,Seblak Instan extraHot,4200.0,5000.0,4.9
TokokelontongSejahtera,Jakarta Barat,KERUPUK SEBLAK /MAWAR VIRAL 1 KG (MENTAH)/ KERUPUK SEBLAK MAMANG,31000.0,5.0,5.0
Toko NRV Plastik dan Bahan Kue,Bandung,Kerupuk Putih Seblak Tenggiri | Mutiara Sari | 250gram | Kiloan Mentah,4999.0,40.0,5.0
Kurniarasa Baltos,Bandung,KERUPUK SEBLAK PUTIH PEDAS 250 gr,16000.0,100.0,4.9
zhafran_id,Kab.Ciamis,Kerupuk seblak jengkol extra pedas 1kg krupuk jengkol pedas murah,20000.0,30.0,4.2
Rak Sebelah,Jakarta Pusat,JagooBdgFood Seblak Simple Pedas 100gr - Ready to Cook Siap Saji Spicy,20900.0,4.0,0.0
kylafood,Bandung,Seblak Tulang Rawan k.y.l Kylafood,16450.0,8000.0,4.9
Rasa Juara Indonesia,Bandung,CUANKIE JUARA! CUANKIE JAJANAN KULINER ENAK KHAS BANDUNG VARIAN RASA - 6 Ayam Bwg (AB),115000.0,500.0,4.9
CuankiCulametan,Kab. Garut,Cuanki lidah murah kiloan isi 150 toping seblak baso aci,32500.0,100.0,5.0
kaleastores,Kab. Banyuwangi,Kerupuk seblak - cemilan murah kaleastores,13500.0,0.0,0.0
Dapur Kumis,Surabaya,Seblak kuah instan,5000.0,100.0,4.8
Jagain_id,Kab. Garut,Cuanki Lidah Ikan Tenggiri (Isi 150 Pc) |Toping Baso aci|Toping seblak,15500.0,30.0,4.7
UnikidsOnline,Jakarta Barat,Mommy Seblak Instant,13000.0,100.0,4.9
TTH-grocerystore,Bandung,KERUPUK SEBLAK VIRAL RAFAEL BUNGA PUTIH,8500.0,16.0,0.0
Raskitchenn,Kab. Sidoarjo,Topping Baso Aci Seblak - Topping Extra Cuanki Lidah Tahu Sukro Cikur,4999.0,13.0,5.0
DelimaFCB,Surabaya,Kerupuk Bawang Seblak Bintang Mentah / Kerupuk Tersanjung 100 gram,4000.0,6.0,5.0
makaronihaho,Malang,kripik seblak kering pedas,5000.0,250.0,4.9
aghniya,Tangerang Selatan,cuanki lidah untuk baso aci dan seblak,15999.0,1000.0,4.8
VITHAFROZEN,Malang,Seblak Instan,7000.0,7.0,4.3
Ayyabina & Hijab Alila,Jakarta Barat,Seblak Koko Instan Non MSG HALAL MUI CEMILAN ENAK KUAH (POUCH),22000.0,22.0,4.8
CuankiCulametan,Kab. Garut,Cuanki Pangsit kering Segitiga Cipet isi 40 toping seblak baso aci,13000.0,100.0,4.9
Foodstocks,Jakarta Selatan,Sami Raos Cuanki Geprek Instan,18270.0,25.0,4.8
Mo_toko,Tangerang Selatan,Soaci Seblak Baso Aci Homemade Makanan Instant Lokal,19750.0,19.0,4.7
CUANKI CULAMETAN,Kab. Garut,cuanki tahu gepeng isi 100 pcs toping seblak bsso aci,38999.0,80.0,4.9
CuankiCulametan,Kab. Garut,siomay mini kering 1kg / gurilem toping seblak baso aci cuanki,25000.0,90.0,4.9
diametuah,Kab. Bogor,Kerupuk Seblak Keto,60000.0,15.0,5.0
inacio19,Bekasi,(0_0) 250g Kerupuk mentah / kerupuk seblak / kerupuk warna warni /,7000.0,0.0,0.0
Ning Mart,Tangerang,indomie seblak hot jeletot,3000.0,500.0,5.0
yumnaa snack,Kab. Bekasi,pilus cikur / pilus seblak baso aci - 250gram,10990.0,30.0,4.8
KingStairs-Store (ANNAFI STORE),Palembang,Kerupuk Seblak,14000.0,27.0,5.0
masulah,Surabaya,krupuk mentah seblak,4500.0,0.0,0.0
Frozen Food 28,Kab. Bekasi,"Kerupuk Keripik Seblak Kencur 500gr Pedas,Kerupuk Seblak Kering Jablay",21500.0,12.0,5.0
Toko Yazid Cita Rasa,Bandung,kerupuk seblak kering pedas daun jeruk 250 gram,15000.0,4.0,5.0
Madinah Oleh Oleh Bdg,Bandung,KERUPUK SEBLAK CABE IJO,18000.0,100.0,4.7
SuperSnacksShop,Kab. Bandung,KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 200 GR MAWAR KUNING,5000.0,25.0,5.0
Bosmart99,Jakarta Selatan,Kerupuk merah 250g mentah tuk nasi uduk bubur ayam bahan seblak murah,7000.0,80.0,4.9
kakai_store10,Kab. Bantul,SEBLAK instan Murah ENak Lengkap,6500.0,26.0,5.0
Eshoppe,Jakarta Utara,"Seblak Kerupuk Bawang "" Cap Warung "" 120 gram Snack Makanan Ringan",9000.0,80.0,4.9
joeragan baroe,Bandung,Kerupuk seblak viral seblak rafael 250 gram,7500.0,12.0,5.0
Super Grosir Mama,Jakarta Selatan,Indomie HypeAbis Rasa Seblak Hot Jeletot 75gr 10pcs,30850.0,100.0,5.0
kappa center,Tangerang,Seblak Geprek,19000.0,20.0,5.0
Makanan_Ku19,Jakarta Timur,kerupuk pedas seblak,10000.0,17.0,5.0
aghniya,Tangerang Selatan,"pilus cikur/kencur renceng isi 20 bks. baso aci, seblak, cemilan dll",9999.0,250.0,5.0
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,TAHU STICK / TAHU KERITING ISI 50 PCS TOPPING BASO ACI / SEBLAK,16000.0,16.0,5.0
kylafood,Bandung,Paket k.y.l (3 Seblak Original 2 Batagor kuah) Kylafood,86210.0,3000.0,4.9
Keripik Edun Bandung,Kab. Bandung,Kerupuk Seblak Kering Putih Ngembang Khas Keripik Pojok Riki Mang Odod,13999.0,18.0,5.0
Agen Snack Jakarta,Kab. Bogor,Kerupuk Seblak 200gr,13000.0,11.0,5.0
bangkit jaya snack,Bekasi,kerupuk seblak kencur pedas,13000.0,70.0,4.9
kikuk kriuk,Cimahi,KERUPUK SEBLAK,12500.0,100.0,4.8
Itabilashop,Cimahi,itabilashop krupuk seblak keriting aneka rasa [100gr],9000.0,23.0,5.0
dakar_ofc,Kab. Mojokerto,SEBLAK INSTAN ORI/SEBLAK INSTAN KERUPUK/SEBLAK INSTAN MURAH,3899.0,70.0,5.0
aghniya,Tangerang Selatan,aneka kerupuk mix untuk bahan seblak 1 kg,24999.0,100.0,5.0
SuperSnacksShop,Kab. Bandung,KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK BINTANG KECIL 5KG,67850.0,20.0,4.8
vieka mart official,Tangerang Selatan,Kerupuk Seblak | Cemilan Pedas | Cemilan Kering 150gr,9256.0,29.0,4.9
kylafood,Bandung,Seblak Mie Baso k.y.l Kylafood,21465.0,4000.0,4.9
Tsamara Ol Shopp,Kab. Bekasi,seblak instan Gacor,7500.0,13.0,5.0
DINAYASHOP,Jakarta Barat,kerupuk mentah seblak,65000.0,17.0,4.0
Asinan Maputri,Tangerang,Snack Seblak jeletot 150 gr,14000.0,9.0,4.8
newtopik,Bandung,SEBLAK INSTAN SEHAT NON MSG,6000.0,100.0,4.8
kemplang Ango,Kab. Bekasi,Makaroni Seblak Basreng Keripik Kaca Capsule Pedas Kelanting Kurma,20000.0,14.0,4.7
gaiagarut,Kab. Garut,"Siomay Cuanki Kering isi 100pcs Toping Baso Aci, Seblak khas Garut",26399.0,500.0,4.9
Pusat Cuankie & Cemilan Frozen,Jakarta Timur,Cuankie Batagor Mini topping baso aci / seblak,9999.0,250.0,4.7
Distributor Cuanki dan Seblak,Kab. Bekasi,Cuanki tahu Gepeng Geprek isi 100 pcs toping seblak baso Aci baso,35000.0,40.0,5.0
hilmandza,Kab. Tangerang,SEBLAK INSTAN,13000.0,23.0,4.8
Yen's Baby & Kid Official Shop,Bandung,Seblak Juara / Seblak Instan Asli Bandung,18500.0,50.0,5.0
CUANKI CULAMETAN,Kab. Garut,cuanki tahu kering seblak atau batagor kering isi 150 pcs,34000.0,80.0,5.0
Seblak Mang Muss,Tasikmalaya,SEBLAK KICIMPRING MANG MUSS,8250.0,750.0,4.8
BarokahJayaSnack,Bandung,Keripik Cireng Seblak Bandung,18000.0,30.0,4.8
CuankiCulametan,Kab. Garut,cuanki siomay mini gurilem 1 ons toping seblak baso aci,3000.0,40.0,5.0
Gerai Snack Official Shop,Kab. Tangerang,Maicih Basreng,15300.0,10000.0,4.8
the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,1000.0,4.8
hikmah berkah jaya,Jakarta Barat,seblak instant sajodo snak,19000.0,750.0,4.8
